year,month,sex,age,race
2013,2,M,52,White
2013,4,M,77,White
2013,5,M,19,Hispanic
2013,5,M,26,Hispanic
2013,4,M,48,Hispanic
2013,5,M,19,White
2013,5,M,28,Hispanic
2013,2,M,31,Hispanic
2013,3,M,19,White
2013,2,F,75,White
2013,3,M,24,White
2013,4,F,58,White
2013,5,M,29,White
2013,5,M,43,White
2013,5,M,41,Hispanic
2013,4,M,25,Black
2013,5,M,70,White
2013,4,M,30,Hispanic
2013,5,M,44,Hispanic
2013,5,F,52,Hispanic
2013,5,M,79,White
2013,5,M,21,White
2013,5,M,26,Hispanic
2013,5,M,50,Hispanic
2013,5,M,72,White
2013,6,M,56,Hispanic
2013,5,M,78,Hispanic
2013,5,F,74,Hispanic
2013,6,M,59,Hispanic
2013,5,F,8,Hispanic
2013,5,M,51,White
2013,4,M,25,Hispanic
2013,4,M,78,White
2013,5,M,41,White
2013,3,M,22,White
2013,6,M,66,White
2013,6,M,36,White
2013,6,M,73,White
2013,5,M,31,Native American/Native Alaskan
2013,6,M,81,Hispanic
2013,5,M,56,Hispanic
2013,6,M,90,White
2013,5,F,49,Hispanic
2013,6,M,65,White
2013,6,M,28,Black
2013,3,M,32,Hispanic
2013,6,M,83,White
2013,6,M,73,White
2013,6,M,54,White
2013,6,M,46,White
2013,6,F,17,Hispanic
2013,6,M,49,White
2013,6,M,29,White
2013,6,F,35,Asian/Pacific Islander
2013,6,M,54,White
2013,5,M,32,Hispanic
2013,6,M,30,White
2013,6,M,23,Black
2013,6,M,40,White
2013,2,M,69,Hispanic
2013,7,M,32,White
2013,6,M,18,Hispanic
2013,5,M,59,White
2013,6,M,73,White
2013,7,M,33,Hispanic
2013,6,F,29,Hispanic
2013,7,M,71,White
2013,7,M,42,Hispanic
2013,6,M,20,White
2013,6,M,55,Hispanic
2013,7,M,66,Black
2013,7,M,43,White
2013,6,F,18,Hispanic
2013,1,F,52,White
2013,7,M,74,White
2013,7,M,39,White
2013,7,M,29,White
2013,4,M,33,White
2013,6,M,20,Hispanic
2013,7,F,51,Hispanic
2013,7,F,89,White
2013,7,M,52,White
2013,7,M,23,Hispanic
2013,7,M,82,White
2013,7,M,71,White
2013,7,M,64,White
2013,6,M,59,White
2013,3,M,71,White
2013,7,M,63,White
2013,7,M,51,Hispanic
2013,6,M,33,White
2013,7,F,29,White
2013,7,M,40,Hispanic
2013,7,M,32,White
2013,7,M,38,Hispanic
2013,7,M,58,Hispanic
2013,7,M,37,White
2013,8,F,75,White
2013,6,M,27,White
2013,7,F,62,White
2013,7,M,61,White
2013,7,M,21,Hispanic
2013,8,M,54,Hispanic
2013,8,M,36,White
2013,7,M,22,White
2013,6,M,55,Hispanic
2013,8,M,61,Hispanic
2013,7,M,31,Hispanic
2013,4,F,30,Black
2013,8,M,23,Black
2013,2,M,38,White
2013,8,M,55,White
2013,8,M,49,Native American/Native Alaskan
2013,6,F,33,Hispanic
2013,8,M,62,White
2013,8,F,60,White
2013,7,F,59,White
2013,8,M,68,White
2013,8,M,61,White
2013,8,F,42,Black
2013,9,M,21,Hispanic
2013,9,M,61,Hispanic
2013,8,M,19,Hispanic
2013,8,M,15,White
2013,8,M,17,Hispanic
2013,6,M,24,Hispanic
2013,9,M,12,Hispanic
2013,8,F,34,Hispanic
2013,9,M,48,Hispanic
2013,9,M,49,White
2013,8,M,27,Hispanic
2013,8,F,59,White
2013,9,M,30,Hispanic
2013,10,M,53,White
2013,10,M,28,White
2013,9,M,24,White
2013,8,M,41,White
2013,9,M,81,White
2013,9,M,36,White
2013,7,F,46,Hispanic
2013,10,M,30,Hispanic
2013,9,M,44,White
2013,9,M,53,White
2013,8,M,32,White
2013,9,M,80,White
2013,10,M,51,White
2013,8,M,46,Hispanic
2013,7,M,17,Hispanic
2013,5,M,42,White
2013,9,M,52,White
2013,10,M,61,White
2013,10,F,29,Hispanic
2013,10,M,36,Hispanic
2013,10,M,32,Hispanic
2013,10,M,79,White
2013,10,M,25,Hispanic
2013,9,M,32,Native American/Native Alaskan
2013,10,M,35,White
2013,10,M,22,Hispanic
2013,9,M,55,Hispanic
2013,11,M,66,Hispanic
2013,11,M,83,White
2013,10,M,74,White
2013,9,M,54,White
2013,10,F,35,White
2013,7,F,58,White
2013,7,M,65,White
2013,9,F,60,White
2013,11,M,72,White
2013,11,M,20,White
2013,9,M,15,Hispanic
2013,10,M,30,Hispanic
2013,11,M,47,Hispanic
2013,9,F,24,White
2013,11,M,21,Hispanic
2013,10,M,30,Hispanic
2013,11,M,39,White
2013,9,M,56,Hispanic
2013,6,M,34,White
2013,10,F,67,White
2013,11,M,72,White
2013,2,M,70,White
2013,11,M,64,Hispanic
2013,11,M,34,White
2013,10,M,29,White
2013,11,F,39,Hispanic
2013,10,F,64,White
2013,11,M,22,Hispanic
2013,12,M,37,White
2013,11,M,28,Hispanic
2013,12,F,37,White
2013,12,M,32,White
2013,9,M,20,Hispanic
2013,12,M,94,White
2013,12,M,47,Hispanic
2013,12,M,54,Hispanic
2013,12,F,57,White
2013,12,M,30,White
2013,12,M,59,Hispanic
2013,11,M,32,Hispanic
2013,12,M,29,Hispanic
2013,12,M,84,White
2013,12,M,23,Native American/Native Alaskan
2013,12,M,36,Hispanic
2013,9,F,30,Hispanic
2013,12,F,54,White
2013,2,M,68,White
2013,12,M,81,White
2013,12,M,39,White
2013,12,M,31,Hispanic
2013,11,M,20,Hispanic
2013,12,F,46,White
2013,10,M,22,Hispanic
2013,12,M,41,Hispanic
2013,12,M,22,Hispanic
2013,6,M,40,White
2013,12,M,56,White
2013,9,M,33,Hispanic
2013,11,F,67,White
2013,12,M,68,White
2013,12,M,40,Native American/Native Alaskan
2013,7,M,70,White
2013,12,M,19,Hispanic
2013,12,M,NA,Native American/Native Alaskan
2013,12,M,16,White
2013,7,M,42,Native American/Native Alaskan
2013,5,M,25,Hispanic
2013,1,M,54,White
2013,1,F,84,White
2013,1,F,48,White
2013,1,M,28,Black
2013,1,M,33,Black
2013,1,M,57,White
2013,1,M,14,Black
2013,1,M,27,Black
2013,1,M,25,Black
2013,1,M,67,White
2013,1,M,31,Black
2013,1,F,65,White
2013,1,M,39,White
2013,1,M,64,White
2013,1,M,16,White
2013,1,M,53,White
2013,1,M,54,White
2013,1,M,52,White
2013,1,M,5,White
2013,1,F,46,White
2013,1,M,64,White
2013,1,M,29,White
2013,1,M,40,Black
2013,1,F,54,White
2013,1,M,23,White
2013,1,M,47,White
2013,1,F,60,White
2013,1,M,25,Native American/Native Alaskan
2013,1,M,26,Hispanic
2013,2,M,54,White
2013,2,M,58,White
2013,1,M,41,White
2013,1,F,38,White
2013,1,F,62,White
2013,2,F,17,Native American/Native Alaskan
2013,2,M,40,Black
2013,2,M,85,White
2013,2,M,76,White
2013,2,M,52,White
2013,2,M,33,Hispanic
2013,2,M,79,White
2013,2,M,32,Native American/Native Alaskan
2013,2,M,23,Black
2013,2,F,38,Black
2013,2,M,78,White
2013,2,M,27,Hispanic
2013,2,M,83,White
2013,2,M,16,Hispanic
2013,2,M,41,White
2013,2,M,27,Black
2013,2,M,62,White
2013,2,M,35,White
2013,2,M,20,Black
2013,2,M,80,White
2013,2,M,60,White
2013,2,M,32,White
2013,2,M,27,White
2013,2,M,55,White
2013,3,F,74,White
2013,3,M,62,White
2013,3,F,48,White
2013,2,M,34,White
2013,2,M,18,White
2013,2,F,47,White
2013,2,M,32,White
2013,3,M,31,White
2013,3,F,47,White
2013,3,M,28,Asian/Pacific Islander
2013,3,M,29,White
2013,2,M,50,White
2013,3,F,54,White
2013,3,M,18,White
2013,1,M,61,White
2013,3,M,47,White
2013,3,M,62,Black
2013,3,F,81,White
2013,1,M,61,White
2013,3,M,46,White
2013,3,M,20,White
2013,3,M,67,White
2013,3,M,42,White
2013,3,F,32,White
2013,3,M,32,White
2013,3,F,15,White
2013,3,M,32,Hispanic
2013,2,M,42,White
2013,2,M,66,White
2013,3,M,57,White
2013,1,M,68,White
2013,3,F,93,White
2013,3,F,67,White
2013,3,M,53,White
2013,4,M,68,White
2013,4,M,61,White
2013,4,M,24,White
2013,3,M,34,White
2013,4,M,44,White
2013,4,M,41,Hispanic
2013,4,M,36,Black
2013,2,M,65,Hispanic
2013,4,F,49,White
2013,4,M,49,White
2013,4,M,26,Black
2013,3,M,30,White
2013,4,M,34,Hispanic
2013,4,M,59,White
2013,4,M,54,White
2013,3,M,54,White
2013,4,M,40,Hispanic
2013,4,M,49,White
2013,4,M,29,White
2013,4,M,26,White
2013,4,M,76,White
2013,4,F,35,White
2013,3,M,28,White
2013,4,M,27,White
2013,4,F,58,White
2013,4,M,26,White
2013,4,M,36,White
2013,4,F,34,White
2013,4,M,22,White
2013,4,M,48,White
2013,5,M,68,White
2013,5,M,27,White
2013,5,M,58,Hispanic
2013,3,M,72,White
2013,3,M,82,White
2013,5,M,72,White
2013,5,M,41,White
2013,5,M,25,Hispanic
2013,3,F,52,White
2013,4,F,37,White
2013,5,F,75,White
2013,5,M,54,White
2013,5,M,29,Hispanic
2013,5,M,28,Black
2013,5,M,49,Black
2013,5,M,55,White
2013,5,M,63,White
2013,5,M,81,White
2013,5,M,38,White
2013,5,M,20,Hispanic
2013,5,F,77,White
2013,6,M,46,White
2013,6,M,53,White
2013,4,F,50,White
2013,5,M,51,White
2013,5,M,88,White
2013,6,F,43,Hispanic
2013,6,F,17,Hispanic
2013,6,F,50,White
2013,6,M,29,White
2013,6,M,81,White
2013,6,M,67,Hispanic
2013,6,M,52,White
2013,6,M,31,White
2013,5,M,75,White
2013,6,F,27,White
2013,6,M,52,White
2013,5,M,66,Hispanic
2013,6,M,34,White
2013,6,M,45,White
2013,6,F,47,White
2013,6,M,67,White
2013,6,M,57,Hispanic
2013,6,M,64,White
2013,6,M,28,Hispanic
2013,6,M,35,White
2013,6,M,69,White
2013,6,M,38,White
2013,6,M,88,White
2013,6,M,37,White
2013,6,M,70,White
2013,6,M,23,Black
2013,5,M,34,White
2013,6,M,55,White
2013,6,M,27,White
2013,4,M,63,White
2013,6,M,65,White
2013,4,F,24,White
2013,6,M,30,White
2013,5,M,58,White
2013,6,M,45,White
2013,6,M,66,White
2013,7,M,88,White
2013,7,M,57,White
2013,7,M,70,White
2013,7,M,68,White
2013,7,M,58,White
2013,5,M,33,White
2013,5,M,23,Hispanic
2013,6,M,40,White
2013,6,M,33,Black
2013,7,M,77,White
2013,7,M,29,White
2013,3,M,70,White
2013,6,M,29,White
2013,7,M,30,White
2013,7,M,27,White
2013,7,M,33,Asian/Pacific Islander
2013,7,M,45,White
2013,7,M,26,Black
2013,7,M,29,Hispanic
2013,7,M,86,White
2013,6,M,69,White
2013,7,M,74,White
2013,5,F,67,Hispanic
2013,5,M,69,White
2013,7,M,61,White
2013,5,M,84,White
2013,5,F,84,White
2013,4,M,35,Black
2013,7,M,22,Black
2013,7,M,25,White
2013,6,M,55,White
2013,7,M,33,Hispanic
2013,8,M,84,Hispanic
2013,7,M,73,White
2013,8,M,24,Hispanic
2013,7,M,27,Black
2013,8,F,44,White
2013,8,M,61,White
2013,8,F,49,White
2013,8,M,54,White
2013,6,F,13,White
2013,8,M,88,White
2013,7,M,76,White
2013,8,M,45,Black
2013,7,M,64,White
2013,8,M,47,Black
2013,7,M,55,White
2013,8,M,26,White
2013,8,M,17,Black
2013,8,M,50,White
2013,8,F,22,Hispanic
2013,8,M,37,White
2013,8,M,31,White
2013,8,M,63,White
2013,7,F,28,White
2013,8,M,44,White
2013,8,M,23,Hispanic
2013,8,M,53,White
2013,8,M,50,White
2013,8,M,32,Hispanic
2013,9,F,48,Asian/Pacific Islander
2013,8,M,39,White
2013,8,M,74,White
2013,8,M,89,White
2013,8,F,50,White
2013,8,M,43,White
2013,8,M,50,White
2013,8,M,45,White
2013,8,M,55,White
2013,9,F,38,White
2013,9,M,25,White
2013,9,M,32,White
2013,9,M,53,White
2013,9,M,51,White
2013,8,M,25,Hispanic
2013,8,M,85,White
2013,9,M,33,Black
2013,9,M,84,White
2013,9,F,25,White
2013,9,M,76,Hispanic
2013,2,M,15,White
2013,9,M,72,White
2013,9,M,30,White
2013,9,M,74,Hispanic
2013,9,M,65,White
2013,9,M,28,Hispanic
2013,9,M,38,Asian/Pacific Islander
2013,9,M,29,White
2013,9,M,28,White
2013,9,M,62,White
2013,9,M,43,White
2013,9,M,86,White
2013,9,M,45,Black
2013,8,M,42,Hispanic
2013,9,M,32,Black
2013,9,M,24,Asian/Pacific Islander
2013,9,M,40,White
2013,7,M,35,Asian/Pacific Islander
2013,9,F,92,White
2013,9,M,40,White
2013,9,M,23,White
2013,9,M,61,White
2013,9,M,55,Hispanic
2013,9,M,24,White
2013,9,M,27,Asian/Pacific Islander
2013,4,M,43,White
2013,9,F,33,White
2013,9,M,54,White
2013,9,M,55,White
2013,8,M,60,White
2013,9,M,73,White
2013,7,M,30,White
2013,9,M,50,White
2013,9,F,71,Black
2013,9,M,68,White
2013,10,M,51,White
2013,8,M,80,White
2013,9,M,43,White
2013,7,M,27,Black
2013,8,M,81,White
2013,10,M,28,Hispanic
2013,10,M,36,White
2013,10,M,48,White
2013,10,M,26,White
2013,8,M,33,White
2013,10,M,16,White
2013,10,M,46,White
2013,10,M,29,White
2013,10,M,23,Hispanic
2013,8,M,55,White
2013,8,M,55,White
2013,10,M,55,White
2013,8,M,17,Black
2013,9,M,15,Native American/Native Alaskan
2013,10,M,67,White
2013,10,M,80,White
2013,10,F,45,White
2013,10,M,45,White
2013,10,M,40,Black
2013,7,M,63,White
2013,10,F,23,Hispanic
2013,10,M,75,White
2013,10,M,28,Black
2013,10,M,54,White
2013,10,M,27,White
2013,10,M,12,Hispanic
2013,10,M,18,White
2013,10,M,69,White
2013,10,M,62,White
2013,10,M,29,Black
2013,10,M,74,White
2013,10,M,45,White
2013,8,M,57,White
2013,10,M,37,White
2013,11,M,39,Black
2013,10,M,58,White
2013,11,M,19,Hispanic
2013,10,M,78,White
2013,11,M,19,Hispanic
2013,11,M,18,White
2013,11,M,22,White
2013,11,M,50,White
2013,8,M,46,White
2013,10,F,58,White
2013,11,M,47,White
2013,10,M,57,Black
2013,10,M,50,Black
2013,11,M,31,Black
2013,11,M,21,White
2013,9,F,32,White
2013,11,M,59,White
2013,11,M,68,Black
2013,11,M,26,White
2013,11,F,14,White
2013,11,M,49,White
2013,9,M,49,White
2013,10,F,70,White
2013,11,F,68,White
2013,11,M,57,White
2013,11,M,57,White
2013,11,F,31,Hispanic
2013,8,M,53,White
2013,11,M,52,White
2013,12,M,33,Hispanic
2013,12,M,41,White
2013,12,M,89,White
2013,11,M,66,White
2013,12,M,66,White
2013,11,F,48,White
2013,9,M,25,White
2013,12,M,26,White
2013,11,M,32,White
2013,12,M,34,White
2013,12,M,23,Black
2013,12,M,75,White
2013,12,F,76,White
2013,12,M,39,White
2013,12,M,18,White
2013,1,M,22,White
2013,9,F,48,White
2013,12,F,13,White
2013,12,M,35,White
2013,12,M,47,White
2013,12,M,21,Black
2013,12,F,73,White
2013,12,M,52,Hispanic
2013,12,M,31,White
2013,12,M,85,White
2013,12,M,29,White
2013,12,M,51,White
2013,12,M,27,White
2013,12,M,67,White
2013,12,M,55,White
2013,12,M,46,Hispanic
2013,12,M,52,White
2013,12,M,86,White
2013,11,F,61,White
2013,12,M,50,White
2013,12,M,47,White
2013,12,M,46,White
2013,12,M,71,White
2013,11,M,79,White
2013,8,M,38,White
2013,10,M,26,White
2013,12,M,22,White
2013,12,M,30,White
2013,10,M,40,White
2013,12,M,70,White
2013,12,M,76,White
2013,11,F,61,White
2013,12,M,26,White
2013,12,M,51,White
2013,12,M,33,White
2013,12,M,47,Hispanic
2013,12,M,72,White
2013,11,F,51,White
2013,12,M,34,Native American/Native Alaskan
2013,11,F,51,White
2013,8,M,66,White
2013,1,M,56,White
2013,1,M,20,White
2013,1,M,42,White
2013,1,F,28,Black
2013,1,M,76,White
2013,1,M,49,Asian/Pacific Islander
2013,1,M,81,White
2013,1,M,42,Black
2013,1,M,44,White
2013,1,M,53,White
2013,1,M,47,White
2013,1,F,62,White
2013,1,M,21,Black
2013,1,M,47,White
2013,1,M,32,White
2013,1,M,13,White
2013,1,M,34,Black
2013,1,M,40,White
2013,1,M,25,White
2013,1,M,64,White
2013,1,M,56,White
2013,1,M,24,Black
2013,1,M,49,Black
2013,1,M,89,White
2013,1,M,48,Black
2013,1,M,70,Asian/Pacific Islander
2013,1,M,52,White
2013,1,F,74,White
2013,1,M,46,White
2013,1,M,75,White
2013,1,M,51,White
2013,2,M,23,White
2013,1,M,48,White
2013,1,M,70,White
2013,2,M,68,White
2013,2,M,17,White
2013,2,M,35,White
2013,2,M,62,White
2013,2,M,59,White
2013,2,M,56,White
2013,2,M,25,White
2013,2,M,51,White
2013,2,M,64,White
2013,2,M,83,White
2013,2,M,14,White
2013,2,M,19,Black
2013,1,F,NA,Black
2013,1,M,46,White
2013,1,F,46,Black
2013,1,M,29,Black
2013,1,M,58,Black
2013,2,M,51,White
2013,2,M,40,White
2013,2,M,81,White
2013,2,M,21,White
2013,1,M,20,White
2013,2,M,79,White
2013,2,M,37,Black
2013,2,F,36,Hispanic
2013,2,M,60,White
2013,2,M,28,White
2013,2,M,41,Asian/Pacific Islander
2013,2,M,22,White
2013,2,M,69,White
2013,2,M,48,White
2013,2,M,23,White
2013,1,M,51,White
2013,2,F,48,White
2013,2,M,51,White
2013,2,M,60,White
2013,2,F,73,Asian/Pacific Islander
2013,2,M,19,White
2013,2,M,52,White
2013,3,F,35,White
2013,2,M,66,White
2013,2,M,31,Black
2013,2,M,37,White
2013,2,M,18,Black
2013,3,M,53,White
2013,2,M,25,Black
2013,3,M,28,White
2013,2,M,69,White
2013,3,M,21,White
2013,3,M,25,White
2013,3,M,78,White
2013,3,M,41,White
2013,2,F,54,White
2013,3,M,23,White
2013,2,F,41,White
2013,3,M,83,White
2013,3,M,20,White
2013,3,M,18,White
2013,3,M,74,White
2013,3,M,45,White
2013,3,M,41,White
2013,3,M,22,Black
2013,3,M,55,White
2013,2,M,56,White
2013,2,F,42,Black
2013,3,F,45,Asian/Pacific Islander
2013,3,M,45,Asian/Pacific Islander
2013,3,M,70,White
2013,3,M,20,Black
2013,3,M,71,White
2013,3,M,23,White
2013,3,M,68,White
2013,3,M,57,White
2013,3,M,84,White
2013,3,M,34,Black
2013,3,M,62,White
2013,3,M,48,White
2013,3,M,65,White
2013,2,M,25,White
2013,3,M,33,White
2013,3,M,72,White
2013,3,M,48,White
2013,3,F,48,White
2013,3,M,72,White
2013,3,M,32,Black
2013,3,M,50,White
2013,3,M,36,Asian/Pacific Islander
2013,3,M,59,White
2013,3,M,26,White
2013,4,M,58,White
2013,3,M,28,White
2013,3,M,32,White
2013,3,M,64,White
2013,3,M,62,White
2013,3,M,51,White
2013,3,F,49,White
2013,3,M,29,Black
2013,4,M,22,White
2013,3,M,36,Black
2013,3,M,51,White
2013,3,M,63,White
2013,3,M,65,White
2013,3,M,85,White
2013,3,M,49,White
2013,3,M,41,White
2013,3,M,80,White
2013,4,M,51,White
2013,4,M,18,White
2013,3,M,64,White
2013,4,M,33,Black
2013,4,M,26,Black
2013,4,M,49,White
2013,4,M,51,White
2013,4,M,49,White
2013,3,M,81,White
2013,4,M,38,White
2013,4,M,66,Asian/Pacific Islander
2013,4,M,26,Black
2013,4,M,85,White
2013,4,M,27,White
2013,4,M,55,White
2013,4,M,13,White
2013,3,M,50,White
2013,3,M,60,White
2013,3,F,61,White
2013,4,M,78,White
2013,4,M,23,White
2013,4,M,46,White
2013,3,M,58,White
2013,4,M,34,Black
2013,4,M,88,White
2013,4,M,78,White
2013,5,M,40,Hispanic
2013,4,M,34,White
2013,4,F,44,Black
2013,5,M,75,White
2013,4,M,85,White
2013,4,M,69,White
2013,4,M,44,White
2013,4,M,50,White
2013,4,F,85,White
2013,5,M,51,Black
2013,5,M,80,White
2013,4,M,55,White
2013,5,M,43,Black
2013,5,M,52,Black
2013,5,M,83,White
2013,5,M,71,White
2013,4,F,50,White
2013,5,M,64,White
2013,5,M,58,White
2013,5,M,23,White
2013,5,M,57,White
2013,4,M,46,White
2013,4,M,84,White
2013,5,M,52,White
2013,5,M,53,Black
2013,5,M,36,Black
2013,5,M,64,White
2013,4,M,55,White
2013,2,F,84,Asian/Pacific Islander
2013,5,M,45,White
2013,4,M,19,White
2013,4,M,26,White
2013,5,M,51,White
2013,5,F,32,White
2013,5,M,70,White
2013,5,M,32,White
2013,5,M,32,Hispanic
2013,5,M,22,White
2013,5,M,23,White
2013,4,M,54,White
2013,5,F,20,Black
2013,5,M,68,White
2013,5,F,52,Black
2013,4,M,39,Black
2013,5,M,17,White
2013,5,M,48,Black
2013,5,M,25,Black
2013,5,M,37,Black
2013,5,M,62,White
2013,5,M,22,White
2013,5,M,41,White
2013,5,F,21,White
2013,5,M,72,White
2013,5,M,38,Black
2013,5,M,29,Black
2013,5,M,51,Black
2013,4,M,55,White
2013,5,M,48,Hispanic
2013,6,M,81,White
2013,5,M,23,Hispanic
2013,5,M,21,Black
2013,5,M,21,Black
2013,5,M,90,White
2013,5,M,70,White
2013,4,M,72,White
2013,5,M,79,White
2013,5,M,57,White
2013,5,M,29,White
2013,6,M,59,White
2013,6,M,29,Black
2013,6,M,58,White
2013,6,M,47,White
2013,5,F,48,White
2013,6,M,63,White
2013,6,M,22,White
2013,5,M,68,White
2013,5,M,20,Hispanic
2013,5,M,40,White
2013,5,M,54,Black
2013,6,M,21,Hispanic
2013,6,F,23,White
2013,5,M,35,White
2013,6,M,60,White
2013,6,M,80,White
2013,5,M,30,Black
2013,6,M,74,White
2013,6,M,81,White
2013,6,M,60,White
2013,6,M,44,Hispanic
2013,5,M,25,Black
2013,6,M,56,White
2013,6,M,37,White
2013,6,M,39,Hispanic
2013,6,M,46,White
2013,6,M,51,White
2013,6,M,74,White
2013,6,M,53,Hispanic
2013,6,F,20,Black
2013,6,F,45,White
2013,6,M,55,White
2013,6,M,64,White
2013,6,M,41,White
2013,6,F,54,White
2013,6,M,28,White
2013,6,M,61,White
2013,6,M,42,White
2013,6,M,18,Black
2013,6,M,38,White
2013,6,M,39,White
2013,6,M,31,Black
2013,6,M,27,Black
2013,7,M,32,White
2013,6,M,25,Black
2013,6,M,34,White
2013,6,M,34,Black
2013,7,F,32,Black
2013,6,M,43,White
2013,7,M,50,White
2013,7,M,62,White
2013,6,M,26,White
2013,7,M,16,Black
2013,7,F,57,White
2013,6,M,22,Black
2013,7,M,88,White
2013,7,M,80,White
2013,7,M,50,White
2013,7,M,58,White
2013,6,M,46,White
2013,7,M,61,White
2013,6,F,47,White
2013,6,M,21,White
2013,6,M,33,Black
2013,7,M,74,White
2013,7,M,46,Black
2013,7,M,40,White
2013,7,M,50,White
2013,7,M,34,White
2013,7,M,20,Black
2013,7,M,23,Black
2013,7,M,39,White
2013,7,F,28,Hispanic
2013,7,M,19,White
2013,7,M,57,White
2013,7,M,22,Black
2013,7,M,27,White
2013,7,M,22,Black
2013,7,M,21,White
2013,7,M,78,White
2013,7,M,72,White
2013,7,M,52,White
2013,7,M,30,White
2013,7,M,58,White
2013,7,M,76,White
2013,7,M,20,Black
2013,7,M,44,Black
2013,8,M,33,White
2013,7,F,93,White
2013,7,M,76,White
2013,7,M,64,White
2013,6,M,56,White
2013,7,F,23,Black
2013,7,M,43,White
2013,8,F,30,White
2013,8,M,32,White
2013,7,M,44,Black
2013,7,M,64,White
2013,7,M,41,Hispanic
2013,8,M,22,Black
2013,7,M,60,White
2013,8,F,30,White
2013,6,M,75,White
2013,8,M,20,White
2013,8,M,30,White
2013,8,M,48,White
2013,7,M,21,Black
2013,7,M,60,White
2013,7,M,73,White
2013,7,F,63,White
2013,7,M,24,Black
2013,7,M,60,White
2013,8,M,61,White
2013,8,M,49,White
2013,8,M,31,Black
2013,8,F,61,White
2013,8,M,30,Black
2013,8,M,25,Black
2013,8,M,31,White
2013,8,M,24,Hispanic
2013,8,M,28,Black
2013,8,M,59,Black
2013,8,M,41,White
2013,8,M,56,White
2013,8,M,46,White
2013,8,M,40,White
2013,8,M,47,White
2013,8,F,59,White
2013,8,M,66,White
2013,8,M,20,Black
2013,9,F,43,White
2013,9,M,35,White
2013,8,M,21,Black
2013,8,M,27,Black
2013,8,M,48,White
2013,8,F,26,Black
2013,8,M,30,White
2013,9,M,13,White
2013,9,M,59,White
2013,8,M,33,Black
2013,9,M,60,White
2013,8,M,39,White
2013,8,M,58,White
2013,8,M,54,White
2013,8,M,21,White
2013,9,M,22,Black
2013,9,F,28,Hispanic
2013,9,M,25,Black
2013,7,M,29,White
2013,9,M,25,Hispanic
2013,8,M,74,White
2013,9,M,68,White
2013,8,M,20,Black
2013,9,F,24,Black
2013,9,M,70,White
2013,9,F,23,White
2013,8,M,57,White
2013,6,M,17,White
2013,9,M,32,Black
2013,8,M,32,Black
2013,9,M,22,White
2013,9,F,51,White
2013,9,M,21,Black
2013,9,F,39,Black
2013,9,M,45,Hispanic
2013,9,M,62,White
2013,9,M,54,White
2013,9,M,57,White
2013,10,M,59,White
2013,10,M,27,Black
2013,9,M,57,White
2013,9,M,86,White
2013,9,M,64,White
2013,9,M,83,White
2013,9,M,25,White
2013,9,M,31,Black
2013,9,M,17,Black
2013,9,M,50,White
2013,10,M,29,White
2013,9,M,52,White
2013,9,M,51,White
2013,9,M,84,White
2013,9,M,61,White
2013,10,M,38,White
2013,10,M,23,White
2013,9,M,64,Asian/Pacific Islander
2013,9,M,68,White
2013,9,M,79,White
2013,10,M,35,Black
2013,9,M,31,Black
2013,10,M,30,Black
2013,10,M,65,White
2013,10,M,18,Black
2013,9,M,92,White
2013,9,F,89,White
2013,10,M,26,White
2013,9,M,82,White
2013,9,M,78,White
2013,10,M,52,White
2013,9,M,23,White
2013,9,M,69,White
2013,10,F,86,White
2013,10,M,84,White
2013,10,M,51,White
2013,10,M,62,White
2013,10,F,49,White
2013,10,M,47,White
2013,10,M,20,White
2013,9,M,40,Black
2013,9,M,30,Black
2013,9,M,41,Black
2013,10,M,61,White
2013,10,M,53,White
2013,10,M,66,White
2013,10,M,35,White
2013,10,M,80,White
2013,9,M,25,Asian/Pacific Islander
2013,10,M,48,White
2013,10,M,21,Black
2013,10,M,26,Black
2013,10,M,30,White
2013,10,M,29,White
2013,10,F,57,White
2013,10,M,71,White
2013,10,M,55,White
2013,10,M,43,White
2013,10,F,54,White
2013,10,M,47,White
2013,10,M,26,Black
2013,10,F,47,Black
2013,10,M,48,White
2013,10,M,49,White
2013,9,M,71,White
2013,10,M,83,White
2013,10,M,63,White
2013,10,M,61,White
2013,11,M,45,White
2013,10,M,65,White
2013,10,M,18,White
2013,10,M,51,White
2013,11,M,53,White
2013,11,M,68,White
2013,10,F,33,Black
2013,10,M,59,White
2013,10,M,62,White
2013,10,M,20,Hispanic
2013,11,M,58,White
2013,10,F,56,White
2013,11,M,69,White
2013,11,M,21,Black
2013,10,M,51,White
2013,11,M,66,White
2013,11,M,71,White
2013,11,M,43,White
2013,11,F,51,White
2013,11,M,52,White
2013,11,M,42,White
2013,11,M,38,White
2013,11,M,57,White
2013,11,M,53,White
2013,11,M,24,Black
2013,7,M,48,White
2013,11,M,77,White
2013,10,M,51,White
2013,11,M,15,Black
2013,11,M,82,White
2013,11,M,54,White
2013,4,M,41,White
2013,11,M,56,White
2013,11,M,13,Asian/Pacific Islander
2013,11,M,9,Asian/Pacific Islander
2013,11,M,49,Asian/Pacific Islander
2013,11,M,23,Black
2013,11,M,82,White
2013,11,M,41,White
2013,11,M,66,White
2013,11,M,64,White
2013,11,M,18,White
2013,11,M,21,Black
2013,11,F,36,White
2013,11,M,64,White
2013,12,M,32,White
2013,11,M,25,Black
2013,11,M,52,White
2013,11,M,30,Hispanic
2013,10,M,57,White
